Job ID,Description
49,"Job Description

1 Million ! That is the number of patients datasets you get to work with every day . We are looking for enthusiastic professionals who can Independently develop, modify and de-bug programming routines (such as SAS or R or python) along with complex SQL queries to extract, clean, manage, and analyze large databases. Must be familiar with one of the healthcare database like healthcare claims , Electronic Medical records , Registry . As a member of RWE team you will be conducting observational data analyses including data management and statistical programming as well as the development of RWE dashboards by translating the study design into complex algorithms in collaboration with RWE Research Analysts and colleagues or business partners across all Novartis franchises.]

Job Purpose

The Principal RWE Scientific Data Analyst will lead programming activities aligned with RWE strategies, including the programming of Real World Evidence (RWE) studies and dashboards.

Your key responsibilities:

Your responsibilities include, but are not limited to:
Lead projects in the development of programming routines (such as SAS or R) along with complex SQL queries to extract, clean, manage, and analyze large databases for health outcomes research. Data sources include medical and pharmacy claims data, hospital data, electronic medical record data, and prospective observational study data.
Provide guidance and translate the study design into algorithms to extract, analyze and report secondary data for Non-Interventional Studies (NIS) or interactive data visualization tools.
Collaborate with the RWE Research Analysts to scope and design projects.
Provide guidance in RWE tools such as R, R/shiny, SAS, Impala, git or JIRA
Conduct and provide guidance in observational data analyses including data management and statistical programming involving new creative approaches, as well as the design and development of RWE dashboards.
Provide guidance on machine learning and data mining techniques such as random forest, GBM, logistic regression, SVM, deep learning.
Substantial experience in dimensional reduction and R packages such as ggplot, plotly or t-sne.
Drive consistency and compliance with company standards regarding project documentation for observational studies and interactive data visualization tools, including programming, specifications of analysis datasets, tables, figures and listings.
Oversee and ensure compliance with company standards and processes.
Oversee the compliance and enhancement of standardization techniques in order to increase efficiency in deliverables.
Comply with project timelines together with the RWE Research Analysts and proactively alert the project manager or department leadership on any risks related to the deliverables and the timeline.
Interact and engage with the customers on a regular basis by providing regular updates on the project progress to ensure customer satisfaction.
Interact with stakeholders, Regional Account Directors (RAD) medical experts, and strategy directors.
Present results, project summaries, and analytical techniques to customers, stakeholders and internal audiences.
Mentor and upskill more junior members of the team.
Assist the department leadership in the hiring process of new talent.
Regularly elicit customers' satisfaction levels with Data Science's RWE services. Identify service areas requiring attention.
Encourage customer participation in the customer satisfaction survey.
Manage the outsourcing of programming activities from Data Science to an approved vendor in accordance with Novartis vendor management procedures.


Commitment to Diversity & Inclusion:

Novartis is committed to building an outstanding, inclusive work environment and diverse teams representative of the patients and communities we serve.

Minimum Requirements

Bachelor’s degree plus 8+ years as programmer or data scientist in the pharma industry, contract research organization, or academic institute; or experience in a closely related discipline.

Or

Master’s degree in a field such as computer science, bioinformatics, biostatistics, statistics or similar. And 5+ years of experience as programmer or data scientist in the pharma industry, contract research organization, or academic institute; or experience in a closely related discipline.

Or

PhD in a field such as computer science, bioinformatics, biostatistics, statistics or similar. And 4+ years of experience as programmer or data scientist in the pharma industry, contract research organization, or academic institute; or experience in a closely related discipline.
Expert in the following R packages: Shiny, Rmarkdown, ggplot, plotly, data.table, dplyr.
Expert in version control tools such as git or JIRA.
Expert in setting up standardized programming scripts.
6+ years of programming experience and proven technical abilities with data manipulation, analysis and visualization including SAS or R, SQL and other statistical software.
An interest in developing programming, statistical, visualization and analytical skills.
Prior experience using large transactional databases such as claims databases, EMR, registries or financial databases.
Exceptional problem-solving abilities with solid experience of statistical methods and machine learning.
Solid experience in SQL querying using at least one of the following Hive, Impala, MySQL, OracleSQL or similar.
Understanding of organizational processes, including experience working cross-functionally with key internal stakeholders.
Solid experience with big data platforms such as Hadoop, Apache Spark.
Confident and competent when interacting with internal stakeholders.
Excellent project management skills: can prioritize multiple tasks and goals to ensure timely completion.
Strong written/verbal communication skills. Highly effective at providing input at meetings, discussions and activities covering aspects of research data management and analysis on research projects.
A strong interest in working in pharma.
Open to experimentation and taking smart risks to support creative thinking that leads to practical solutions to healthcare and business challenges.
Holds a high standard on quality excellence. Continuously seeking to enhancing standards, technology through expansion of knowledge and training.
Support teamwork to swiftly and efficiently deliver innovative new products to patients and healthcare providers.
High ethical values and standards.
Able to speak out, challenge conventional thinking, and stand up for ideas.
Strong team spirit.
Ability to work well within a global organization.


769 million lives were touched by Novartis medicines in 2020, and while we’re proud of this, we know there is so much more we could do to help improve and extend people’s lives.

We believe new insights, perspectives and ground-breaking solutions can be found at the intersection of medical science and digital innovation. That a diverse, equitable and inclusive environment inspires new ways of working.

We believe our potential can thrive and grow in an unbossed culture underpinned by integrity, curiosity and flexibility. And we can reinvent what's possible, when we collaborate with courage to aggressively and ambitiously tackle the world’s toughest medical challenges. Because the greatest risk in life, is the risk of never trying!

Imagine what you could do here at Novartis!

Commitment to Diversity & Inclusion:

Novartis is committed to building an outstanding, inclusive work environment and diverse team’s representative of the patients and communities we serve.

Division

CTS

Business Unit

NBS CONEXTS

Country

India

Work Location

Hyderabad, AP

Company/Legal Entity

Nov Hltcr Shared Services Ind

Functional Area

Data Science

Job Type

Full Time

Employment Type

Regular

Shift Work

No

Early Talent

No"
50,"Job Title: Principal BT Data Analyst

Job Summary

The primary purpose of this role is to execute and coordinate technical activities/deliverables between both on-shore and offshore development teams, clients, external vendors and service providers. This is a customer-facing role with regular interactions with various client team members for data management services offered within the Sales Operations. The candidate will work closely with internal teams including Project Management, Quality Assurance, IC, Business Intelligence and Compliance to determine project scope, work effort and expectations to ensure the success of ongoing data exchange processes.

Key Job Responsibilities

(Duties may include, but not limited to all or some of the following)
Engage with clients/external providers to facilitate data services related project delivery schedule
Plans, deploys and monitors to deliver on new requests
Lead and guide ongoing data exchanges
Enforce Data Management standards across all client implementations
Manage resources to ensure knowledge, exposure, and contribution are optimized
Job Qualifications

Education
Bachelor’s degree or Graduate degree, preferably in Computer Science, Technology or Engineering
Requirements
Experience in Pharmaceutical and Life sciences implementations and awareness of commonly used data sources for Customer Master and Sales information
5+ years of experience in working with data management teams within a sales and marketing environment
5+ years of experience with data warehouse, MDM and data integration initiatives
Strong SQL knowledge.
Experience with Unix and/or Python scripting
Experience working in a production environment for multiple clients in a compliance industry
Experience with Salesforce.com/Veeva or a similar CRM system a plus
Skills
Ability to lead a team through the implementation and adoption of data exchange services
Resource Management including scheduling, tracking, and estimating work effort
Good communication skills, both verbal and written
Conflict resolution
Detail oriented and analytical with planning and organizational skills
Excellent interpersonal skills
Strong initiative and a self-starter
Specific knowledge of client business and technology/data operations in the Pharmaceutical industry.
Skill in troubleshooting and problem solving.
Requirements
Experience in Pharmaceutical and Life sciences implementations and awareness of commonly used data sources for Customer Master and Sales information
5+ years of experience in working with data management teams within a sales and marketing environment
5+ years of experience with data warehouse, MDM and data integration initiatives
Strong SQL knowledge.
Experience with Unix and/or Python scripting
Experience working in a production environment for multiple clients in a compliance industry
Experience with Salesforce.com/Veeva or a similar CRM system a plus
Primary Location

Asia Pacific - IND-Home-Based

Job

Information Technology

Schedule

Full-time

Travel

No

Employee Status

Regular"
51,"Job Description:We are looking for Sr Consultant,Tech who will be responsible for bridging the gap between IT and the business using data analytics to assess processes, determine requirements and deliver data-driven recommendations and reports to stakeholders.

In this role, prefer to have a background in data and business analysis related to payor-provider healthcareecosystem, HIS, Electronic Medical Report (EMR, Claims management, Revenue cycle management.Good knowledge on FHIR, ICDs and other coding standards (ICD10, CPT, LOINC, HCPCS, SNOMED). You should be analytical and an excellent communicator. If you also have a business acumen and problem-solving aptitude, wed like to meet you.

The person will engage with business leaders and users to understand how data-driven changes to process, products, services, software and hardware can improve efficiencies and add value. They must articulate those ideas but also balance them against whats technologically feasible and financially and functionally reasonable. Depending on the role, you might work with data sets to improve products, services or process.

Duties and Responsibilities -

Develop support the designing and building multi - tenanted modern data warehouses, predictive and prescriptive analytics, and visualization platform.

Understands technical, business, and organizational requirements of a modern data warehouse and business intelligence platform.

Proven experience architecting scalable, performance - oriented solutions using emerging Big Data technologies and traditional ETL tools.

Leads and owns evaluation and selection of technology products to meet strategic business intelligence data management objectives.

Lead discussions with stakeholders on software requirements and design aspects related to key technical components,frameworks, interfaces etc.

Mentor / coach junior developers and leads in the team(s) during design review, implementation and use of best practices and guidelines.

Building E2E ML pipelines: Data prep, Model Build, training models, Deployment for AI/ML.

Basic Qualifications

Graduate/P.G in Computer Science, Engineering or relevant field with 10+ yrs of exp, preferred in Healthcare domain.

At least 5+ years of experience in developing solutions using Big Data technologies.

Hands on experience on the Hadoop distribution along with Kafka, Spark, Impala, Pig, Hive, Sqoop, Oozie etc. RDBMS Nosql DB.

Good understanding of relational DBs (MySQL / Oracle), Columnar DBs, ETL / ELT tools (Informatica Power Center / Scoop/Spark).

Understanding of both Data Engineering and Data Science aspects.

Designing machine learning systems and self-running artificial intelligence (AI) software to automate predictive models.

Transforming data science prototypes and applying appropriate ML algorithms and tools.

Developing ML algorithms to analyze huge volumes of historical data to make predictions.

proficiency with Python, Java, and R code writing.

Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture.

Good knowledge of mathematics, statistics, and algorithms.

Experience building E2E ML pipelines: Data prep, Model Build, training models, Deployment, Scoring, Monitoring, and Optimization.

Proficiency with Python and basic libraries for machine learning such as scikit-learn and pandas

Strong knowledge of Unix/Linux, shell scripting.

Must exhibit a high degree of motivation, creativity, and initiative

Excellent analytical and problem-solving skills.

Strong desire to drive continuous improvement.

Work as Individual contributor with hands on experience to contribute as a Technology Domain SME.

This job is provided by Shine.com
Desired Skills and Experience
reporting, ""data analysis"", ""big data"", sql, ""data modeling"", ""microsoft excel"", ""data engineering"", ""data science"""
52,"Overview

The supervisor will support Client Account Services activities for in-flight documentation remediation projects. The analyst will work across several products and remediation projects (i.e. regulatory requirements and control/risk related issues).

The role will involve working with client agreements and related documentation. The responsibilities will include leading a team performing functions across searching, scanning, indexing legal documents to an electronic imaging systems and maintaining client records. The manager will be required to review documents to ensure they satisfactorily meet specific outlined requirements. Additionally, the manager will be expected to contribute to a wider team, provide regular progress updates, maintain an understanding of client documents, approach their work with a control-mindset, and demonstrate an understanding/application of policies and procedures.

Qualifications
Strong verbal and written communication skills
Good team player and self-motivated
Strong analytical skills
Desire to work in a fast-paced environment with multiple deliverables
Proven skills in time management, organization, and attention to detail
Proficiency in Microsoft Office suite of applications
Preferred experienced with client documentation and JPM systems
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.
"
53,"Sr BT Data Analyst

Come discover what our 25,000+ employees already know: work here matters everywhere. We’re a growing and evolving biopharmaceutical industry leader, which means you’ll have endless opportunities to work with experts around the world and build the career you’ve dreamed of.

As a part of the Syneos Health team, you’ll help us deliver results for a rewarding reason – we improve patients’ lives around the world. Because to us, a patient isn’t just a number, they’re our family, friends, and neighbors.

Why Syneos Health
#SyneosHealthLife means we’re committed to our Total Self culture – where everyone can authentically be themselves. Our Total Self culture is what unites us globally, and we know every person’s unique contributions make a difference.
We believe our success is a direct result of the people who are driving it – you! We value your dedication to care for our customers and patients, so we want to focus on taking care of you. That’s why we offer a comprehensive benefits program encompassing your total health - physical, mental and financial.
We are continuously building the company we all want to work for and our customers want to work with. Why? Because when we bring together diversity of thoughts, backgrounds, cultures, and perspectives – we’re able to create a place where everyone feels like they belong.
Job Summary

A role where the candidate will have regular interactions with various client team members for data management offered within the Deployment Solutions department of Syneos Health. The candidate will be the technical contact responsible for the management of account projects that include collecting, processing, analyzing, and loading of data and information regarding sales performance, operational effectiveness, and market position. Candidate should be comfortable working in an environment that is driven by process governance to ensure consistency and efficiency across client implementations and ongoing production control activities. Works closely with internal teams including Project Management, Incentive Compensation, Analytics & Reporting, and Client Services to determine project scope and data expectations to ensure the success of ongoing data exchange processes.

Job Responsibilities
Work independently to process information by loading / extraction of data.
Fulfill data task requests using Veeva data load tools.
Work independently to create ad-hoc extracts/reports and troubleshoot issues at the request of clients and sales management.
Perform quality control functions on all deliverables including standard deliverables, ad hoc loading and extraction projects.
Develop and maintain project documentation including work instructions for all repeatable tasks.
Provide feedback in design of new integration initiatives.
Meet with Sales Management and Clients to establish, monitor and review deliverables.
Other projects as deemed necessary by Management.
Education
Bachelor’s degree or Graduate degree, preferably in Computer Science, Technology or Engineering
Requirements
3+ years of experience in working with data management teams within a sales and marketing environment
3+ years of experience in data-centric implementations such as CRM and Analytics
3+ years of experience with data warehouse, Master Data Management (MDM), and data integration initiatives
Strong SQL knowledge in an Oracle and/or SQL Server database environment
Strong organizational skills
Experience working in a production environment for multiple clients in a compliance industry
Preferred
Experience with Salesforce.com/Veeva or a similar CRM system a plus
Experience with Unix and/or Python scripting
Experience in Pharmaceutical and Life sciences implementations and awareness of commonly used data sources for Customer Master and Sales information
Experience with Apache Spark
Primary Location

Asia Pacific - IND-Gurgaon-PresidencyTwrsMGrd

Other Locations

Asia Pacific - IND-Hyderabad-DLF-Cybercity

Job

Information Technology

Schedule

Full-time

Travel

No

Employee Status

Regular"
54,"Description

The Sr Data Analyst writes programs, as well as maintains and modifies existing applications programs. He/she must also document and execute test plans according to the requirement and can be assigned to support.

She/He is also responsible for creating solutions for issues identified in the course of testing and following the Ingram Micro chosen applications development standards and methodologies.

Works primarily on an independent basis within the guidelines given for delivery of technical work assignments. He/she must have great communication and collaboration skills and must be team oriented. He/she must be able to clearly provide detail on their progress on tasks and must be able to raise issues that would impact the delivery in a timely manner.

Shifts are between 12 Noon - 9 PM with weekends as off-days although members can be asked to report to work at night and/or during weekends and/or holidays.

Build/Development & Production Support

Supporting Actions
Can analyze the design/issue and translate the design into code
Can create detailed test plans that cover the critical scenarios that must be unit tested for the requirement/ticket
Escalates issues or gaps in the design/resolution approach
Able to set expectations with Users/DM and secure UAT approval.
Communicates with on-shore for approvals
Can investigate and determine the root cause of the issue.
Unit Testing
Can document and execute detailed test plans for unit testing
Can do bug fixing on builds he/she performed.
IST/UAT
Can establish communication with users/DM to understand the issue.
Can provide a fix to the issues encountered during testing that is related to the requirement
Can do bug fixing on builds he/she performed
Technical Skills
Overall 5-7 years of experience
Should have good experience with Data Warehousing and modeling
Strong knowledge in Java , Unix, Python
Strong background in RDBMS such as MSSQL or Oracle or Sybase
Knowledge of Data Lake Technologies and Modernization; Big Data, AWS, SPARK
Experience working in Informatica, Power BI is a plus
Domain knowledge in Logistics and Supply Chain is a Plus.
¨ Good communication skills both written and verbal."
55,"Be part of something revolutionary


We have a vision. Our Digital Brain, o9’s AI-powered platform, is being used by global enterprises to drive their digital transformations. The integrated planning and operational efficiencies we provide is helping businesses do more, be more and mean more to the world at large. Because businesses that plan better, reduce waste, creating value for themselves and the planet.


But we also have a vision for our people. We want the most talented, committed and driven people to power our transformative approach. In return, we’ll provide a nurturing environment where you can be a part of something special.


About the role...


Our Backend Dev Team is a part of a highly motivated and goal oriented product to develop high quality software components and modules for use in enterprise applications.


What you’ll do for us…


Design and implement algorithms and functions to solve a range of problems in the supply chain planning and demand forecasting space. The following are some of the problems that be involved:
Develop an optimal material allocator module for creating purchase orders.
Develop a heuristic to build optimal loads to minimize the number of trucks needed to ship a set of sales orders for materials.
Develop modules to call web services for real time integration with external systems
Develop algorithms to recognize patterns in large datasets.
These software components will be deployed as part of the standard product or in custom implementations for specific customers using programming languages R and Python
What you’ll have…


Experience: Experience in R / Python. Willingness to work in multiple languages like C#, javascripts.
Experience/good knowledge of optimization methods such as linear programming, numerical optimization a huge plus.
Hands-on experience in data structures and algorithms

Education: Bachelor's degree or above in computer science, or similar.
Skills: Strong programming skills and experience in writing performance-optimized code working over very large datasets.

Characteristics: Extremely strong analytical skills.
We really value team spirit: Transparency and frequent communication is key. At o9, this is not limited by hierarchy, distance, or function

What we’ll do for you…

Get social: When we work from home, we play from home with fun after-work activities like Friday Socials. If you’re in the office, feel free to join these events in person.
Flat organization: With a very strong entrepreneurial culture (and no corporate politics).
Great people and unlimited fun at work.
Possibility to really make a difference in a scale-up environment.
Support network: Work with a team you can learn from and every day.
Diversity: We pride ourselves on our international working environment.
o9 is an equal opportunity employer and seeks applicants of diverse backgrounds and hires without regard to race, colour, gender, religion, national origin, citizenship, age, sexual orientation or any other characteristic protected by law.
How the process works...


Apply by clicking the button below.
You’ll be contacted by our recruiter, who’ll fill you in on all things o9, give you some background about the role and get to know you. They’ll contact you either via video call or phone call - whatever you prefer.
During the interview phase, you will meet with our technical team for 1 - 1.5 hours each(2/ 3 rounds). The recruiter will contact you after the interview to let you know if we’d like to progress your application.
We’ll then invite you to complete a written assignment via email.
Your application has progressed! Meet with our Hiring and HR Manager for a final round of interviews for 60 minutes, respectively.
Our recruiter will let you know if you’re the successful candidate.
Good luck!


More about us…


With its recent Unicorn status, o9 Solutions is one of the fastest growing AI-powered digital transformation companies in the world today. Our high energy environment drives us to grow and aim 10x. It’s this drive that has made us leaders of Gartner’s S&OP Magic Quadrant.


The o9 platform, or “digital brain”, is the premier AI-powered, cloud-based platform behind the digital transformations of major global enterprises. These include Google, Walmart, and Starbucks, among others.


Our headquarters are located in Dallas, and we currently have offices in Amsterdam, Barcelona, Bangalore, Tokyo, Seoul, Paris and London.


o9 is an equal opportunity employer. We welcome applicants of diverse backgrounds and hires without regard to race, colour, gender, religion, national origin, citizenship, age, sexual orientation or any other characteristic protected by law."
56,"The ideal candidate is a highly resourceful and innovative developer with extensive experience in the layout, design and coding of websites specifically in PHP format. You must also possess a strong knowledge of web application development using PHP programming language and MySQL Server databases.

Responsibilities

Perform a mix of maintenance, enhancements, and new development as required
Work in a data analyst role and with business intelligence applications
Document features, technical specifications & infrastructure Responsibilities
Work cross-functionally to convert business needs into technical specifications

Qualifications

1+ years' of experience in web development and software design
Expertise in front-end technologies (HTML, JavaScript, CSS), PHP frameworks, and MySQL databases"
57,"The ideal candidate will be responsible for creating python microservices.


Job Description

Design, develop, troubleshoot, and debug python microservices.
Work closely with Architects and Senior Developers to achieve effective and optimized code.
Unit test, build, and deploy the services to cloud.
Focus on developing and deploying the programs.

Job Requirements

Min. 1 to 2 years of related experience
Having dominant skills in: Python, Web Development
Having essential skills in: Python Django, HTML, CSS, Javascript, Jquery, Bootstrap
Strong analytical skills
Strong communication skills including the ability to convey technical information effectively
Having good perfomance in completing the tasks within an agreed schedule

About EIS LABS Pvt. Ltd. ®

EIS LABS Pvt. Ltd. ® is a tangible manifestation of the lofty ideals of some visionaries, who are well known experts in their respective fields of work. We had always nurtured a dream & desire to make a significant contribution to the nation through collaboration of education with industry. Our dream and desire inspired us to establish a platform, EIS LABS Pvt. Ltd. ®. The vision for the company is to bring the academic researches on a single platform and mold them into industrial products with the help of our expertise."
58,"The ideal candidate will be responsible for developing high-quality applications. They will also be responsible for designing and implementing testable and scalable code.

Responsibilities

Develop quality software and web applications
Analyze and maintain existing software applications
Design highly scalable, testable code
Discover and fix programming bugs


Qualifications

Bachelor's degree or equivalent experience in Computer Science or related field
Development experience with programming languages
SQL database or relational database skills"
59,"Note(please read these information before applying):

Please share resume and below details in one email with subject line “Python Dev” to get your application processed immediately.
Candidate who haven't registered in iBegin (TCS) career portal will get link for registration so they need to complete basic registration. Candidate who are already registered will be processed with same EP number.
Below details are required for eligibility check before processing application for interview.
Candidates with less than 3 years of experience will not be considered.

Method to Apply:

Share updated CV with below required details at zainab.moulvi@tcs.com


If already registered in iBegin portal then please share either EP number or Registered email id:
Full Name(only First & Last name):
Email ID:
Contact number:
Total experience:
Current Payroll company:
Current location:
Preferred Work Location (Open to relocate to Bangalore, Hyderabad or Bhubaneshwar?) :
Notice period( Please specify LWD if serving notice):
CTC:
Expected CTC:
Offers in hand(with salary details):
Education Gap(only duration):
Employment Gap(only duration):
Highest Fulltime education:
University/institute name of Highest education:
Have you worked in TCS or any subsidiary of TATA before?:

Desired Competencies :

Must have 5+ years of as python developer.
Hands on experience with Django, Flask or other Python frameworks
Good understanding of server-side templating languages such as Jinja 2, Mako, etc
Basic understanding of front-end technologies, such as JavaScript, HTML5 and CSS3
Familiarity with some ORM (Object Relational Mapper) libraries

Good to have :

1. Excellent interpersonal, organizational, written communication, oral communication and listening skills

2. Should come up with the work estimation and should provide inputs to managers on resource and risk planning.

3. Ability to coordinate with SMEs , stakeholders, manage timelines, escalation & provide on time status


Qualifications :

5+ yrs of overall experience.

Job Location

Bangalore
Hyderabad
Bhubaneshwar"
60,"Responsibilities:

- Write effective and scalable code

- Development of Core APIs

- Develop back-end components to improve responsiveness and overall performance

- Integrate user-facing elements into applications

- Test and debug programs

- Implement security and data protection

- Assess and prioritize feature requests

- Attend the daily scrum call

- Coordinate with the management team, front-end developer

- Participate actively in brainstorming sessions


Requirement:

- Experience with developing APIs

- Experience of working with flask framework or Django framework

- Knowledge of object-relational mapping (ORM)

- Familiarity with front-end technologies (like JavaScript and HTML5)

- Good problem-solving skills


Experience: 2 to 3 years experience


Duration: Immediate requirements"
61,"Python SSE1


We are looking for a python expert who can design, develop and deploy performance efficient programs. He must be a problem solver with positive attitude.


Responsibilities:

1. Requirement understanding and analysis

2. Architectural design

3. Development

4. Guiding sub-ordinates

5. Client communication

6. Design, drive and develop solutions.

7. Enhance, guide and fix ongoing projects.


Skills:

Must to have:

1. Object Oriented Programming

2. Strong knowledge of algorithms, data structures, multi-threading and time complexities

3. Strong knowledge of Python Language

4. Well versed with framework like Django, Flask, Pyramid or similar platform etc.

5. Experience on development of scalable and performance efficient restful APIs, Bot Scripts, Crone Jobs etc.

6. Object Relational Mapping

7. Familiar with Angular, React etc

8. SQL and NoSQL databases

9. Secure Architecture and Best Practices


Good to have:

1. Tensorflow

2. Exposure to IoT

3. Exposure to Blockchain and Cryptography

4. TDD

5. Version Control System like Git

6. AWS and/or Azure

7. Agile methodology

8. CI/CD

9. Docker

10. Third party API integration

11. Involvement in open source projects


Behavioral Skills:

1. Must be a self motivated problem solver and strong team player

2. Out of the box thinker

3. Quick learner

4. Good communication skills


Qualification:

If you feel you are the best suited one for above requirement then education is not a barrier, we welcome any graduates and dropouts as well.


Experience: 3-5 Years of hands on experience on pure python development."
62,"Experience: 1 to 2years

Location: Ahmedabad

(Only Gujarat Based Candidates are preferred)


Company description: We are a software development company who has customers across US, Spain and South Africa. We are into software development with niche of services with Web and Mobile development projects. We have niche in providing python development services. we enable our global customers achieve digital transformation and provide smart product solutions with our tech consulting, bespoke solutions, as well as professional services. We enable clients across the globe to navigate their digital journey with integrated technology models, business intelligence, and next-gen tech expertise to catalyze change.

Job Description


Expert in Python, with knowledge of Python web framework Django
Able to integrate multiple data sources and databases like Postgres, MySQL, mongodb, elasticsearch, cloud datastore, dynamodb.
Understanding of the threading limitations of Python, and multi-process, micro service architecture
Good understanding of server-side templating languages like Jinja 2
Basic understanding of front-end technologies, such as Angular, React, JavaScript, HTML5, and CSS3
Understanding of accessibility and security compliance depending on the specific project
Knowledge of user authentication and authorization between multiple systems, servers, and environments
Understanding of fundamental design principles behind a scalable application
Familiarity with event-driven programming in Python
Understanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platform
Understanding of cloud platform services like Google Cloud, AWS with dockerized systems.
Able to create database schemas that represent and support business processes
Strong unit test and debugging skills
Proficient understanding of code versioning tools such as Git.

PERSONALITY TRAITS WE REALLY ADMIRE

Excellent Communication and Client Coordination Skill
Great attitude to ask questions, learn and suggest process improvements.
Pays great attention to detail and helps identify edge cases.
Gives equal importance to planning, coding, code reviews, documentation, and testing.
Highly motivated and coming up with fresh ideas and perspectives to help us move towards our goals faster.
Follows release cycles and absolute commitment to deadlines.

Education Qualifications

BE(Computers/IT), ME(Computers/IT), MCA, MSC IT, BCA, Any IT Graduates
"
63,"Workfall is looking for a Python/Django Developer who can work with one of our product development teams.


Mandatory Requirement: Between 2 to 5 years of Python coding experience using the Django framework. Experience of working on Open edX framework will be an added advantage.


Work Location: Remote


What you will be doing:

Building a feature-rich, Django-based product in a very popular business domain.
Specifically, you will be:
Developing REST APIs, building service-oriented architectures, and working in an agile development environment.
Crunching down Data Structures and Algorithms
Deploying scalable applications to the AWS Cloud.
Working extensively on Git
Working closely with the front-end team so basic knowledge of front-end (CSS, HTML, Javascript, and Angular) will help.
Using MySQL/Postgres, MongoDB, Redis
Solving complex problems with analytical thinking
Taking responsibilities of designing, customizing, developing, deploying, and managing the product.

What we care about:

Your attitude and work ethic.
Your willingness to learn new things.
Your commitment to your own professional growth.

What we don’t care about:

Your school/college degree.
Your age.
Your gender.
Your location."
64,"Unique job opportunity!


a Russian startup is looking for a Junior Developer to join their team. 100% remote work. It is not necessary to have work experience.


In case the person adheres to our principles, in the future we offer possible relocation to Moscow-Russia, as well as we will teach you the Russian language.


The candidate must have the following requirements:


Be a professional or student in the last semesters of systems/electronics engineering, or related fields.
Have a good level of English (B1 at least) and be willing to excel it (in case you don't have this point, but still feel like applying, do it)
You should have an analytical mindset

It will be an advantage if you know any of these technologies:

Javascript ES5 / ES6, VueJS, Ionic, Nodejs, Nuxtjs


You're the perfect candidate if:

You want to learn and grow professionally, you know that to be successful in life you have to strive, you want to be part of something unique in your life, you want to be successful.
You are willing to learn and want to be the best at what you do.
You are searching for a long-term position, as far as we are building a strong team to make worldwide projects. We do not want to hire someone who will go from us after some months.


Important! This is not an opening to earn a lot of money, so for people who have high salary expectations it is better that they do not apply, we are looking for someone who is willing to grow with us.


The salary is discussed with the applicant, depending on their profile. To those interested, apply and indicate your salary expectation in USD dollars and we also request, a small text where you explain in your own words, what do you think would be the reason why we would choose you and not another candidate?


**Applicants which do not send their salary expectations will not be considered in the selection process."
65,"INTRO

One develops B2B SaaS Software that helps small businesses, freelancers and consultants grow by increasing revenues while reducing effort. One brings in more clients, streamlines client engagement, generates invoices and tracks payments. We are 100% remote and looking for the best to join Team One!


ROLE

As CTO & Co-founder, you will work closely with the founder(s) in realizing the company's vision of making small businesses more successful. You will be responsible for architecting, developing and scaling a web app with customers around the world. You will also be responsible for building a team that can consistently deliver high quality software that delights our customers.


EXPERTISE


Technology skills:

Architecting, building and scaling complex web apps
Hosting on cloud platforms: GCP / AWS / Azure
Typed language like Java, preferably Typescript
Application development using Node.js / Python / Ruby
Building highly scalable apps using any RDBMS and NoSQL DB
Caching tools like Redis / Memcached
Messaging broker or Queuing services: Kafka / AWS SQS / RabbitMQ
Modern frontend frameworks: React.js / Angular.js / Vue.js
HTML, CSS, Javascript and web APIs
SSR apps, PWA, intelligent push notifications & analytics tools
Hybrid mobile apps that complement our web apps

People skills:

Build a team that enjoys working on all of the above
Estimate and deliver complex web projects on time
Interact with customers to evolve our technology and product strategy
Interact occasionally with media, partners and investors
Build a great partnership with the founding member(s) of the team

Summing up, if you are a fast learner, passionate about your craft and our vision, we would love to hear from you!"
